Brand,Product_Type,Price_INR,Rating,Number_of_Reviews,Skin_Type,Age_Group,Key_Ingredient,Additional_Ingredient,Primary_Concern,Purchase_Date
Rare Beauty,Cleanser,628.51,3.8,39,Oily,46-55,Benzoyl Peroxide,Squalane,Dark spots,2024-02-28
L'Oreal,Eye Cream,1721.09,3.2,166,Combination,18-25,Peptides,Titanium Dioxide,Dryness,2023-12-21
Aveeno,Face Mask,529.23,2.8,27,Acne-prone,26-35,Benzoyl Peroxide,Azelaic Acid,Dark spots,2024-06-20
Paula's Choice,Cleanser,1087.63,4.5,30,Normal,46-55,Ceramides,Kojic Acid,Dryness,2025-06-20
Fenty Beauty,Toner,863.42,3.5,63,Dry,36-45,Niacinamide,Retinol,Dark spots,2024-03-13
Rare Beauty,Night Cream,2005.82,4.4,617,Acne-prone,56+,Retinol,Alpha Arbutin,Fine lines,2024-05-30
Neutrogena,Facial Oil,2423.83,4.5,771,Acne-prone,36-45,Zinc Oxide,Tea Tree Oil,Dullness,2023-11-13
Rare Beauty,Cleanser,853.15,4.4,11,Dry,18-25,Titanium Dioxide,Peptides,Uneven texture,2025-01-13
CeraVe,Sunscreen,988.04,3.9,217,Acne-prone,46-55,Zinc Oxide,Bakuchiol,Hyperpigmentation,2025-03-08
Kiehl's,Eye Cream,4051.43,5.0,16,Combination,26-35,Vitamin C,Bakuchiol,Anti-aging,2025-02-07
The Ordinary,Serum,2131.31,4.1,31,Acne-prone,46-55,Hyaluronic Acid,Niacinamide,Acne,2025-08-27
Glossier,Moisturizer,1475.5,4.0,39,Dry,26-35,Glycolic Acid,Titanium Dioxide,Uneven texture,2024-06-28
Estee Lauder,Eye Cream,3888.52,5.0,6,Dry,56+,Lactic Acid,Azelaic Acid,Dullness,2025-04-01
Neutrogena,Face Mask,760.42,4.3,18,Sensitive,46-55,Peptides,Glycolic Acid,Anti-aging,2025-03-13
L'Oreal,Sunscreen,672.52,3.6,2,Combination,56+,Salicylic Acid,Benzoyl Peroxide,Fine lines,2025-06-12
Youth to the People,Night Cream,1854.53,4.3,41,Dry,26-35,Zinc Oxide,Peptides,Pores,2025-02-03
Paula's Choice,Moisturizer,1649.29,1.6,78,Oily,18-25,Ceramides,Kojic Acid,Fine lines,2024-07-13
La Roche-Posay,Serum,2410.67,4.7,51,Normal,18-25,Kojic Acid,Jojoba Oil,Acne,2024-11-28
Youth to the People,Night Cream,1444.43,4.3,194,Oily,56+,Retinol,Kojic Acid,Hyperpigmentation,2024-04-25
CeraVe,Sunscreen,1234.83,3.0,88,Normal,46-55,Peptides,Niacinamide,Fine lines,2024-08-21
Clinique,Exfoliant,2624.97,5.0,15,Acne-prone,18-25,Titanium Dioxide,Kojic Acid,Pores,2025-01-10
Glossier,Sunscreen,999.56,3.2,32,Combination,26-35,Azelaic Acid,Niacinamide,Uneven texture,2024-08-22
Rare Beauty,Toner,712.43,2.7,11,Dry,18-25,Peptides,Alpha Arbutin,Dark spots,2025-02-05
Tatcha,Facial Oil,1940.37,3.7,22,Dry,46-55,Lactic Acid,Bakuchiol,Acne,2024-12-31
CeraVe,Cleanser,1228.66,3.3,121,Combination,26-35,Salicylic Acid,Hyaluronic Acid,Dryness,2024-10-05
Tatcha,Sunscreen,2321.38,4.6,42,Acne-prone,46-55,Squalane,Ceramides,Redness,2024-12-29
La Roche-Posay,Exfoliant,922.94,3.4,47,Normal,18-25,Alpha Arbutin,Bakuchiol,Redness,2025-06-21
Paula's Choice,Night Cream,2441.81,4.7,30,Dry,36-45,Zinc Oxide,Azelaic Acid,Pores,2025-06-13
Clinique,Sunscreen,2314.29,4.4,727,Sensitive,18-25,Glycolic Acid,Alpha Arbutin,Oiliness,2025-02-21
Origins,Moisturizer,2012.57,4.1,134,Oily,46-55,Bakuchiol,Peptides,Acne,2025-05-05
Neutrogena,Eye Cream,2385.3,3.2,191,Dry,26-35,Salicylic Acid,Kojic Acid,Dullness,2025-08-31
Youth to the People,Toner,561.92,3.6,1359,Dry,56+,Benzoyl Peroxide,Salicylic Acid,Uneven texture,2024-09-12
Olay,Facial Oil,1550.58,4.4,26,Oily,26-35,Benzoyl Peroxide,Niacinamide,Anti-aging,2023-12-07
Clinique,Sunscreen,2401.13,5.0,41,Acne-prone,56+,Glycolic Acid,Zinc Oxide,Dryness,2024-09-27
Fenty Beauty,Cleanser,1107.52,3.1,71,Oily,56+,Zinc Oxide,Squalane,Fine lines,2025-04-01
Glossier,Exfoliant,2035.49,5.0,66,Normal,18-25,Alpha Arbutin,Niacinamide,Anti-aging,2025-09-03
Glossier,Sunscreen,1306.98,4.0,55,Acne-prone,26-35,Bakuchiol,Zinc Oxide,Fine lines,2023-09-23
Origins,Face Mask,496.76,4.3,337,Dry,26-35,Jojoba Oil,Salicylic Acid,Dullness,2025-09-17
Kiehl's,Moisturizer,1269.91,4.5,33,Oily,26-35,Niacinamide,Alpha Arbutin,Oiliness,2024-11-18
Neutrogena,Face Mask,895.02,4.5,70,Dry,18-25,Jojoba Oil,Benzoyl Peroxide,Anti-aging,2024-12-09
Origins,Moisturizer,1151.45,4.0,88,Sensitive,36-45,Squalane,Bakuchiol,Anti-aging,2024-09-11
Estee Lauder,Eye Cream,2396.41,4.8,69,Normal,56+,Squalane,Tea Tree Oil,Anti-aging,2024-02-22
Rare Beauty,Exfoliant,1126.56,4.3,44,Oily,36-45,Kojic Acid,Peptides,Anti-aging,2025-01-02
La Roche-Posay,Toner,841.35,4.6,142,Acne-prone,36-45,Kojic Acid,Hyaluronic Acid,Uneven texture,2025-05-04
Fenty Beauty,Toner,1222.49,3.9,10,Normal,18-25,Ceramides,Niacinamide,Oiliness,2025-05-01
Youth to the People,Moisturizer,2109.62,4.1,118,Sensitive,36-45,Jojoba Oil,Benzoyl Peroxide,Fine lines,2024-11-30
Skinceuticals,Sunscreen,2141.7,4.9,15,Normal,26-35,Salicylic Acid,Alpha Arbutin,Anti-aging,2025-06-21
Clinique,Facial Oil,2979.08,5.0,5,Dry,56+,Peptides,Lactic Acid,Hyperpigmentation,2024-07-11
Paula's Choice,Cleanser,544.43,2.7,38,Oily,36-45,Azelaic Acid,Tea Tree Oil,Dryness,2024-03-11
Origins,Cleanser,692.3,2.8,27,Oily,36-45,Niacinamide,Alpha Arbutin,Sensitivity,2025-05-25
Origins,Exfoliant,2185.84,4.3,138,Combination,46-55,Salicylic Acid,Vitamin C,Redness,2024-01-27
Youth to the People,Serum,1395.18,3.8,7,Acne-prone,46-55,Peptides,Lactic Acid,Dullness,2024-06-29
Fresh,Toner,1284.8,4.3,10,Oily,56+,Squalane,Salicylic Acid,Anti-aging,2024-01-31
L'Oreal,Cleanser,1149.59,4.3,35,Sensitive,26-35,Titanium Dioxide,Squalane,Fine lines,2024-07-17
Glossier,Facial Oil,2576.9,4.4,42,Normal,56+,Alpha Arbutin,Tea Tree Oil,Anti-aging,2024-04-02
Glossier,Facial Oil,2449.81,4.1,9,Acne-prone,56+,Glycolic Acid,Titanium Dioxide,Anti-aging,2025-04-01
Glossier,Facial Oil,2190.27,3.8,71,Acne-prone,46-55,Retinol,Glycolic Acid,Oiliness,2025-08-03
Kiehl's,Facial Oil,2322.14,4.1,33,Sensitive,46-55,Niacinamide,Jojoba Oil,Redness,2023-11-03
Aveeno,Cleanser,601.27,3.5,344,Normal,26-35,Ceramides,Kojic Acid,Pores,2025-06-25
Clinique,Serum,3723.27,5.0,106,Combination,26-35,Jojoba Oil,Salicylic Acid,Hyperpigmentation,2023-12-17
Glossier,Face Mask,831.97,3.8,122,Oily,18-25,Zinc Oxide,Retinol,Oiliness,2024-09-04
L'Oreal,Eye Cream,2075.26,4.8,69,Acne-prone,56+,Glycolic Acid,Benzoyl Peroxide,Redness,2024-07-20
Rare Beauty,Exfoliant,2220.76,3.8,109,Sensitive,46-55,Salicylic Acid,Lactic Acid,Redness,2024-10-26
Fenty Beauty,Toner,1373.77,4.6,15,Sensitive,26-35,Vitamin C,Glycolic Acid,Dullness,2024-11-19
Tatcha,Night Cream,3882.76,5.0,6,Oily,26-35,Peptides,Tea Tree Oil,Anti-aging,2024-07-10
Drunk Elephant,Sunscreen,1968.22,4.7,58,Normal,26-35,Tea Tree Oil,Lactic Acid,Dark spots,2025-05-01
Kiehl's,Exfoliant,1988.33,4.4,32,Acne-prone,18-25,Ceramides,Benzoyl Peroxide,Sensitivity,2024-07-09
Youth to the People,Moisturizer,1660.65,4.5,377,Acne-prone,36-45,Alpha Arbutin,Ceramides,Dryness,2024-07-23
Skinceuticals,Night Cream,4635.08,5.0,52,Acne-prone,56+,Jojoba Oil,Glycolic Acid,Redness,2025-09-17
Origins,Toner,1409.59,4.0,64,Combination,46-55,Tea Tree Oil,Titanium Dioxide,Anti-aging,2025-08-09
Youth to the People,Sunscreen,1529.91,5.0,136,Oily,36-45,Bakuchiol,Vitamin C,Uneven texture,2024-07-02
L'Oreal,Cleanser,588.34,3.1,3,Dry,26-35,Peptides,Salicylic Acid,Dark spots,2025-07-29
La Roche-Posay,Sunscreen,906.76,3.8,377,Dry,56+,Bakuchiol,Niacinamide,Oiliness,2023-12-04
Youth to the People,Sunscreen,1500.93,3.6,99,Sensitive,36-45,Benzoyl Peroxide,Titanium Dioxide,Dullness,2024-02-03
Rare Beauty,Toner,1439.69,4.4,85,Oily,26-35,Alpha Arbutin,Glycolic Acid,Anti-aging,2024-05-11
Fresh,Toner,745.85,3.2,361,Normal,18-25,Vitamin C,Alpha Arbutin,Acne,2023-09-21
Clinique,Exfoliant,2029.39,4.8,13,Oily,56+,Ceramides,Benzoyl Peroxide,Dryness,2024-03-24
Youth to the People,Facial Oil,1611.05,4.3,29,Dry,18-25,Ceramides,Kojic Acid,Dark spots,2024-09-04
Origins,Sunscreen,929.16,3.1,265,Combination,26-35,Squalane,Jojoba Oil,Hyperpigmentation,2025-08-22
L'Oreal,Night Cream,2009.03,5.0,133,Acne-prone,26-35,Alpha Arbutin,Squalane,Acne,2023-12-23
Olay,Facial Oil,1991.18,4.2,161,Oily,46-55,Ceramides,Hyaluronic Acid,Pores,2024-02-09
CeraVe,Face Mask,782.7,4.0,16,Combination,26-35,Alpha Arbutin,Benzoyl Peroxide,Dryness,2025-02-18
Skinceuticals,Face Mask,1063.48,4.2,408,Combination,18-25,Benzoyl Peroxide,Ceramides,Dark spots,2025-03-21
L'Oreal,Sunscreen,1185.63,3.0,32,Normal,56+,Alpha Arbutin,Bakuchiol,Sensitivity,2024-06-03
The Ordinary,Eye Cream,1890.91,4.6,58,Dry,26-35,Vitamin C,Ceramides,Uneven texture,2024-01-17
Fresh,Cleanser,716.34,3.1,363,Sensitive,26-35,Niacinamide,Squalane,Hyperpigmentation,2024-12-31
Tatcha,Exfoliant,1685.89,3.7,118,Oily,46-55,Niacinamide,Titanium Dioxide,Anti-aging,2024-09-18
Origins,Face Mask,952.27,3.4,7,Dry,56+,Glycolic Acid,Retinol,Anti-aging,2023-09-23
Rare Beauty,Cleanser,940.81,5.0,68,Dry,18-25,Bakuchiol,Zinc Oxide,Acne,2024-01-22
La Roche-Posay,Moisturizer,1760.82,4.7,35,Normal,26-35,Tea Tree Oil,Vitamin C,Acne,2025-06-19
Youth to the People,Sunscreen,1610.11,3.7,58,Dry,56+,Salicylic Acid,Niacinamide,Dryness,2024-01-19
Drunk Elephant,Eye Cream,3039.83,5.0,13,Dry,26-35,Titanium Dioxide,Glycolic Acid,Dryness,2024-11-16
Olay,Cleanser,545.82,4.0,257,Acne-prone,18-25,Zinc Oxide,Lactic Acid,Dullness,2024-08-17
Youth to the People,Moisturizer,1262.87,4.9,38,Acne-prone,18-25,Squalane,Alpha Arbutin,Dullness,2024-07-30
Glossier,Moisturizer,894.0,4.0,74,Acne-prone,36-45,Salicylic Acid,Zinc Oxide,Sensitivity,2023-12-18
Youth to the People,Moisturizer,912.81,3.4,14,Acne-prone,46-55,Jojoba Oil,Salicylic Acid,Sensitivity,2023-09-20
Fresh,Cleanser,1028.84,4.2,147,Acne-prone,56+,Niacinamide,Bakuchiol,Oiliness,2024-05-22
Skinceuticals,Eye Cream,4837.4,5.0,742,Dry,46-55,Retinol,Hyaluronic Acid,Sensitivity,2024-08-27
Aveeno,Serum,1941.16,3.7,4,Combination,26-35,Alpha Arbutin,Titanium Dioxide,Acne,2025-07-30
L'Oreal,Facial Oil,2048.54,5.0,260,Acne-prone,36-45,Kojic Acid,Hyaluronic Acid,Sensitivity,2025-07-22
Clinique,Moisturizer,2002.53,3.8,6,Sensitive,18-25,Retinol,Kojic Acid,Dark spots,2024-06-17
Youth to the People,Cleanser,613.35,3.7,168,Oily,18-25,Benzoyl Peroxide,Squalane,Uneven texture,2025-01-01
Neutrogena,Facial Oil,1300.94,5.0,33,Sensitive,46-55,Titanium Dioxide,Alpha Arbutin,Fine lines,2025-02-23
Glossier,Face Mask,760.31,4.2,10,Normal,56+,Vitamin C,Salicylic Acid,Redness,2025-02-07
Clinique,Facial Oil,3537.5,4.4,27,Sensitive,18-25,Niacinamide,Squalane,Oiliness,2024-02-18
Estee Lauder,Toner,925.5,4.3,363,Dry,56+,Glycolic Acid,Vitamin C,Acne,2025-07-16
Paula's Choice,Night Cream,2546.98,4.1,37,Dry,56+,Tea Tree Oil,Peptides,Redness,2023-11-18
L'Oreal,Serum,1288.92,3.4,31,Sensitive,26-35,Kojic Acid,Lactic Acid,Dark spots,2025-08-27
Neutrogena,Toner,586.64,4.1,20,Combination,26-35,Vitamin C,Jojoba Oil,Hyperpigmentation,2024-10-18
La Roche-Posay,Eye Cream,1463.58,4.9,16,Dry,46-55,Niacinamide,Titanium Dioxide,Dark spots,2024-11-21
Origins,Face Mask,1068.0,4.5,45,Dry,56+,Lactic Acid,Azelaic Acid,Pores,2024-06-09
Skinceuticals,Night Cream,5053.04,5.0,126,Oily,18-25,Salicylic Acid,Benzoyl Peroxide,Uneven texture,2025-01-02
Olay,Exfoliant,1144.85,4.9,18,Dry,18-25,Tea Tree Oil,Bakuchiol,Redness,2024-04-14
Drunk Elephant,Cleanser,1509.78,4.7,190,Dry,18-25,Alpha Arbutin,Titanium Dioxide,Uneven texture,2024-02-05
Tatcha,Sunscreen,2337.97,4.8,168,Combination,26-35,Titanium Dioxide,Glycolic Acid,Redness,2024-07-21
Fenty Beauty,Exfoliant,1525.16,4.7,29,Combination,18-25,Niacinamide,Salicylic Acid,Pores,2025-04-18
L'Oreal,Night Cream,3066.47,5.0,30,Combination,36-45,Zinc Oxide,Squalane,Sensitivity,2025-01-27
L'Oreal,Moisturizer,1013.18,4.1,80,Oily,26-35,Titanium Dioxide,Benzoyl Peroxide,Uneven texture,2024-09-03
Olay,Night Cream,3322.16,5.0,22,Combination,36-45,Vitamin C,Lactic Acid,Oiliness,2025-08-11
Drunk Elephant,Sunscreen,2141.3,3.8,44,Combination,46-55,Retinol,Squalane,Anti-aging,2024-07-20
Rare Beauty,Serum,2823.06,5.0,23,Sensitive,18-25,Hyaluronic Acid,Squalane,Dullness,2024-10-10
Origins,Eye Cream,1690.07,5.0,42,Dry,18-25,Retinol,Jojoba Oil,Acne,2025-07-08
The Ordinary,Sunscreen,769.81,4.5,339,Combination,18-25,Titanium Dioxide,Azelaic Acid,Uneven texture,2025-07-20
Fenty Beauty,Serum,2283.84,5.0,44,Sensitive,18-25,Retinol,Bakuchiol,Sensitivity,2024-11-11
Neutrogena,Exfoliant,2176.64,4.2,79,Acne-prone,26-35,Ceramides,Azelaic Acid,Dark spots,2024-07-05
The Ordinary,Serum,1647.76,4.5,18,Oily,18-25,Glycolic Acid,Tea Tree Oil,Uneven texture,2024-10-25
Kiehl's,Eye Cream,3517.39,5.0,4,Oily,56+,Tea Tree Oil,Benzoyl Peroxide,Anti-aging,2024-03-05
Aveeno,Cleanser,775.59,2.5,150,Sensitive,26-35,Kojic Acid,Ceramides,Fine lines,2025-05-19
Youth to the People,Sunscreen,976.52,4.1,19,Acne-prone,56+,Peptides,Bakuchiol,Dullness,2023-12-08
Fresh,Facial Oil,1887.15,3.2,5,Sensitive,26-35,Ceramides,Glycolic Acid,Dryness,2024-04-17
Fresh,Facial Oil,2555.09,4.8,37,Sensitive,56+,Jojoba Oil,Vitamin C,Uneven texture,2025-04-19
CeraVe,Night Cream,2564.56,5.0,17,Combination,36-45,Jojoba Oil,Titanium Dioxide,Oiliness,2025-05-05
Clinique,Sunscreen,1305.73,3.8,75,Sensitive,46-55,Benzoyl Peroxide,Ceramides,Sensitivity,2025-03-29
Youth to the People,Facial Oil,1437.11,4.2,129,Combination,46-55,Bakuchiol,Niacinamide,Fine lines,2025-08-29
Neutrogena,Eye Cream,2354.35,5.0,41,Combination,46-55,Hyaluronic Acid,Kojic Acid,Hyperpigmentation,2024-08-25
Youth to the People,Facial Oil,1777.88,4.0,69,Sensitive,36-45,Squalane,Peptides,Anti-aging,2025-01-20
Aveeno,Serum,1939.76,3.9,54,Acne-prone,46-55,Kojic Acid,Jojoba Oil,Sensitivity,2024-05-19
CeraVe,Sunscreen,1201.54,5.0,5,Sensitive,46-55,Niacinamide,Benzoyl Peroxide,Oiliness,2024-07-12
Skinceuticals,Face Mask,979.65,2.9,49,Normal,36-45,Lactic Acid,Jojoba Oil,Hyperpigmentation,2025-05-07
Fenty Beauty,Eye Cream,2735.13,5.0,94,Dry,26-35,Lactic Acid,Peptides,Hyperpigmentation,2024-04-06
Skinceuticals,Exfoliant,1852.43,2.6,105,Combination,36-45,Hyaluronic Acid,Kojic Acid,Anti-aging,2025-06-10
Skinceuticals,Face Mask,1273.64,4.8,40,Acne-prone,56+,Zinc Oxide,Alpha Arbutin,Dullness,2025-05-11
Clinique,Moisturizer,2388.07,4.5,371,Normal,56+,Titanium Dioxide,Ceramides,Uneven texture,2025-06-20
Origins,Moisturizer,1116.35,4.0,32,Dry,18-25,Salicylic Acid,Azelaic Acid,Dullness,2025-05-22
Neutrogena,Moisturizer,1607.19,3.8,78,Normal,26-35,Retinol,Salicylic Acid,Redness,2024-09-16
Skinceuticals,Toner,1120.95,3.4,207,Normal,18-25,Ceramides,Benzoyl Peroxide,Fine lines,2025-07-28
Clinique,Facial Oil,2543.47,5.0,3176,Combination,26-35,Titanium Dioxide,Squalane,Pores,2024-03-31
Kiehl's,Night Cream,2751.53,5.0,14,Combination,36-45,Vitamin C,Tea Tree Oil,Dryness,2024-03-14
Drunk Elephant,Facial Oil,1663.03,3.6,204,Normal,18-25,Azelaic Acid,Benzoyl Peroxide,Dullness,2024-11-11
L'Oreal,Toner,1307.85,4.4,29,Oily,18-25,Kojic Acid,Zinc Oxide,Fine lines,2024-11-23
The Ordinary,Sunscreen,1033.97,3.9,74,Normal,56+,Titanium Dioxide,Hyaluronic Acid,Hyperpigmentation,2024-11-24
Fresh,Cleanser,845.86,4.4,42,Acne-prone,46-55,Vitamin C,Alpha Arbutin,Dullness,2023-12-01
The Ordinary,Facial Oil,1282.48,3.3,197,Sensitive,46-55,Vitamin C,Benzoyl Peroxide,Pores,2025-04-03
Origins,Face Mask,680.09,2.6,22,Oily,56+,Kojic Acid,Titanium Dioxide,Redness,2023-10-12
Olay,Toner,582.4,4.2,46,Oily,36-45,Lactic Acid,Salicylic Acid,Dryness,2025-09-18
Olay,Facial Oil,1549.81,2.9,17,Sensitive,56+,Benzoyl Peroxide,Salicylic Acid,Redness,2024-02-27
Rare Beauty,Eye Cream,1782.97,5.0,43,Sensitive,18-25,Salicylic Acid,Niacinamide,Anti-aging,2024-07-11
CeraVe,Night Cream,2047.43,4.8,362,Normal,26-35,Titanium Dioxide,Peptides,Dullness,2024-11-16
Fresh,Face Mask,835.59,3.5,9,Oily,18-25,Glycolic Acid,Azelaic Acid,Redness,2025-08-31
CeraVe,Facial Oil,2674.64,5.0,29,Oily,36-45,Retinol,Salicylic Acid,Dark spots,2023-11-03
Olay,Serum,2724.89,5.0,169,Oily,36-45,Benzoyl Peroxide,Kojic Acid,Oiliness,2025-02-21
Fresh,Eye Cream,1874.74,4.6,28,Acne-prone,46-55,Ceramides,Alpha Arbutin,Redness,2025-08-11
Youth to the People,Moisturizer,2076.71,5.0,87,Normal,56+,Lactic Acid,Jojoba Oil,Pores,2025-08-06
Neutrogena,Night Cream,1742.73,5.0,105,Acne-prone,36-45,Alpha Arbutin,Ceramides,Dullness,2023-11-03
Olay,Toner,1231.6,4.5,167,Combination,18-25,Vitamin C,Glycolic Acid,Redness,2024-08-05
Glossier,Sunscreen,1394.01,3.2,18,Sensitive,26-35,Zinc Oxide,Salicylic Acid,Oiliness,2025-01-25
Aveeno,Night Cream,3149.31,4.2,12,Acne-prone,46-55,Niacinamide,Zinc Oxide,Redness,2025-06-09
Drunk Elephant,Moisturizer,1261.32,2.6,33,Acne-prone,56+,Kojic Acid,Zinc Oxide,Dark spots,2025-01-06
Fenty Beauty,Serum,2805.72,4.3,51,Dry,36-45,Retinol,Peptides,Redness,2024-10-27
Origins,Eye Cream,2698.19,5.0,1559,Acne-prone,46-55,Titanium Dioxide,Bakuchiol,Dark spots,2023-10-02
Glossier,Toner,774.36,4.4,169,Acne-prone,36-45,Titanium Dioxide,Tea Tree Oil,Sensitivity,2024-10-11
Drunk Elephant,Face Mask,862.91,3.6,11,Sensitive,36-45,Lactic Acid,Squalane,Sensitivity,2025-07-05
Skinceuticals,Cleanser,1077.89,4.0,85,Combination,46-55,Bakuchiol,Squalane,Uneven texture,2023-12-26
Origins,Night Cream,2868.6,4.1,21,Oily,56+,Retinol,Salicylic Acid,Uneven texture,2025-09-08
Estee Lauder,Toner,2091.62,4.7,23,Combination,36-45,Niacinamide,Bakuchiol,Pores,2025-08-12
Skinceuticals,Night Cream,2522.11,4.2,46,Sensitive,18-25,Retinol,Salicylic Acid,Hyperpigmentation,2025-01-11
Paula's Choice,Serum,2551.84,4.9,47,Normal,46-55,Bakuchiol,Vitamin C,Hyperpigmentation,2024-02-27
Aveeno,Eye Cream,1477.79,4.5,28,Normal,46-55,Squalane,Kojic Acid,Oiliness,2025-02-28
Tatcha,Face Mask,744.99,2.5,435,Acne-prone,18-25,Bakuchiol,Niacinamide,Oiliness,2025-04-27
Clinique,Face Mask,694.93,3.6,259,Acne-prone,56+,Hyaluronic Acid,Alpha Arbutin,Dullness,2024-11-10
Drunk Elephant,Facial Oil,2572.32,5.0,110,Dry,36-45,Squalane,Tea Tree Oil,Dullness,2024-03-14
Skinceuticals,Eye Cream,4180.73,5.0,55,Oily,36-45,Retinol,Tea Tree Oil,Fine lines,2025-01-17
Aveeno,Facial Oil,1590.91,3.3,63,Oily,46-55,Titanium Dioxide,Tea Tree Oil,Redness,2025-05-13
Paula's Choice,Facial Oil,2061.41,5.0,214,Combination,46-55,Jojoba Oil,Retinol,Uneven texture,2023-12-02
Olay,Sunscreen,1289.38,4.4,249,Sensitive,36-45,Zinc Oxide,Salicylic Acid,Sensitivity,2024-01-26
Estee Lauder,Night Cream,4580.72,5.0,261,Normal,26-35,Glycolic Acid,Retinol,Oiliness,2025-02-07
Paula's Choice,Facial Oil,1934.97,3.8,50,Normal,36-45,Vitamin C,Benzoyl Peroxide,Uneven texture,2025-08-22
The Ordinary,Sunscreen,1207.23,4.0,54,Acne-prone,46-55,Vitamin C,Squalane,Acne,2024-09-01
Paula's Choice,Cleanser,677.06,5.0,88,Dry,26-35,Vitamin C,Ceramides,Oiliness,2023-10-23
La Roche-Posay,Sunscreen,1254.63,3.6,1075,Combination,36-45,Retinol,Vitamin C,Dryness,2024-08-14
Origins,Sunscreen,861.42,3.2,627,Acne-prone,26-35,Hyaluronic Acid,Glycolic Acid,Pores,2024-08-09
Paula's Choice,Night Cream,3064.58,5.0,215,Acne-prone,36-45,Squalane,Bakuchiol,Hyperpigmentation,2023-10-11
Paula's Choice,Facial Oil,1152.21,3.6,19,Sensitive,36-45,Jojoba Oil,Kojic Acid,Pores,2025-01-25
Youth to the People,Face Mask,928.5,4.1,48,Acne-prone,36-45,Jojoba Oil,Retinol,Dryness,2023-12-07
Tatcha,Sunscreen,2317.81,3.6,93,Normal,18-25,Jojoba Oil,Retinol,Pores,2025-03-14
Fenty Beauty,Cleanser,818.89,4.5,112,Dry,26-35,Peptides,Niacinamide,Dark spots,2024-06-30
Skinceuticals,Eye Cream,3967.82,5.0,285,Sensitive,26-35,Retinol,Titanium Dioxide,Anti-aging,2024-04-15
Tatcha,Cleanser,1658.77,5.0,232,Dry,26-35,Hyaluronic Acid,Benzoyl Peroxide,Dryness,2025-01-18
Fresh,Facial Oil,2226.23,5.0,288,Acne-prone,18-25,Peptides,Lactic Acid,Hyperpigmentation,2023-10-10
Drunk Elephant,Serum,3576.89,5.0,5,Combination,56+,Squalane,Tea Tree Oil,Dryness,2025-07-28
Youth to the People,Toner,816.36,3.2,77,Sensitive,46-55,Tea Tree Oil,Peptides,Fine lines,2025-09-12
Youth to the People,Sunscreen,1368.31,3.3,45,Sensitive,18-25,Retinol,Peptides,Sensitivity,2025-03-19
Aveeno,Cleanser,1010.4,4.0,34,Dry,36-45,Ceramides,Bakuchiol,Anti-aging,2025-05-30
Olay,Moisturizer,1914.64,4.4,4,Dry,46-55,Titanium Dioxide,Niacinamide,Acne,2024-05-01
Olay,Cleanser,632.58,3.1,11,Normal,36-45,Titanium Dioxide,Zinc Oxide,Dryness,2025-06-20
Olay,Eye Cream,1350.41,4.5,16,Dry,36-45,Kojic Acid,Vitamin C,Pores,2024-01-07
Aveeno,Eye Cream,1506.85,3.2,12,Oily,18-25,Jojoba Oil,Peptides,Uneven texture,2024-12-23
Skinceuticals,Moisturizer,3123.01,4.8,53,Oily,26-35,Jojoba Oil,Alpha Arbutin,Sensitivity,2024-08-07
Neutrogena,Face Mask,664.54,3.1,238,Acne-prone,56+,Alpha Arbutin,Zinc Oxide,Dullness,2024-10-19
Neutrogena,Face Mask,455.36,2.4,19,Normal,26-35,Peptides,Ceramides,Acne,2024-10-27
Tatcha,Sunscreen,2253.07,4.2,61,Oily,46-55,Azelaic Acid,Peptides,Redness,2025-05-30
Glossier,Face Mask,777.93,2.4,60,Sensitive,46-55,Ceramides,Bakuchiol,Dark spots,2025-01-06
Clinique,Face Mask,1116.16,3.8,60,Normal,56+,Vitamin C,Benzoyl Peroxide,Dullness,2025-06-19
L'Oreal,Facial Oil,1825.25,5.0,43,Oily,56+,Benzoyl Peroxide,Niacinamide,Dark spots,2024-01-21
L'Oreal,Serum,1588.11,4.4,172,Normal,26-35,Squalane,Hyaluronic Acid,Sensitivity,2023-12-02
Skinceuticals,Sunscreen,1104.26,3.8,179,Combination,36-45,Glycolic Acid,Lactic Acid,Anti-aging,2025-03-14
CeraVe,Serum,1330.2,3.8,14,Acne-prone,56+,Lactic Acid,Benzoyl Peroxide,Dullness,2025-09-01
Tatcha,Toner,1338.41,4.8,24,Combination,56+,Salicylic Acid,Niacinamide,Hyperpigmentation,2024-12-30
Drunk Elephant,Sunscreen,1404.37,4.0,23,Combination,26-35,Niacinamide,Benzoyl Peroxide,Hyperpigmentation,2025-06-25
The Ordinary,Cleanser,961.25,4.2,139,Acne-prone,56+,Salicylic Acid,Lactic Acid,Hyperpigmentation,2025-03-26
Rare Beauty,Moisturizer,1614.68,3.7,47,Combination,56+,Retinol,Alpha Arbutin,Dark spots,2025-05-28
Fresh,Toner,1089.77,5.0,33,Acne-prone,36-45,Glycolic Acid,Peptides,Oiliness,2024-11-06
Origins,Moisturizer,1265.85,4.0,142,Dry,36-45,Hyaluronic Acid,Salicylic Acid,Pores,2023-09-28
La Roche-Posay,Serum,1386.87,3.3,112,Dry,56+,Benzoyl Peroxide,Peptides,Oiliness,2025-06-01
Youth to the People,Serum,1125.27,4.6,339,Dry,26-35,Zinc Oxide,Alpha Arbutin,Anti-aging,2024-05-31
