Brand,Product_Type,Price_INR,Rating,Number_of_Reviews,Skin_Type,Age_Group,Key_Ingredient,Additional_Ingredient,Primary_Concern,
Drunk Elephant,Facial Oil,1663.03,3.6,204,Normal,18-25,Azelaic Acid,Benzoyl Peroxide,Dullness,
L'Oreal,Toner,1307.85,4.4,29,Oily,18-25,Kojic Acid,Zinc Oxide,Fine lines,
The Ordinary,Sunscreen,1033.97,3.9,74,Normal,56+,Titanium Dioxide,Hyaluronic Acid,Hyperpigmentation,
Fresh,Cleanser,845.86,4.4,42,Acne-prone,46-55,Vitamin C,Alpha Arbutin,Dullness,
The Ordinary,Facial Oil,1282.48,3.3,197,Sensitive,46-55,Vitamin C,Benzoyl Peroxide,Pores,
Origins,Face Mask,680.09,2.6,22,Oily,56+,Kojic Acid,Titanium Dioxide,Redness,
Olay,Toner,582.4,4.2,46,Oily,36-45,Lactic Acid,Salicylic Acid,Dryness,
Olay,Facial Oil,1549.81,2.9,17,Sensitive,56+,Benzoyl Peroxide,Salicylic Acid,Redness,
Rare Beauty,Eye Cream,1782.97,5,43,Sensitive,18-25,Salicylic Acid,Niacinamide,Anti-aging,
CeraVe,Night Cream,2047.43,4.8,362,Normal,26-35,Titanium Dioxide,Peptides,Dullness,
Fresh,Face Mask,835.59,3.5,9,Oily,18-25,Glycolic Acid,Azelaic Acid,Redness,
CeraVe,Facial Oil,2674.64,5,29,Oily,36-45,Retinol,Salicylic Acid,Dark spots,
Olay,Serum,2724.89,5,169,Oily,36-45,Benzoyl Peroxide,Kojic Acid,Oiliness,
Fresh,Eye Cream,1874.74,4.6,28,Acne-prone,46-55,Ceramides,Alpha Arbutin,Redness,
Youth to the People,Moisturizer,2076.71,5,87,Normal,56+,Lactic Acid,Jojoba Oil,Pores,
Neutrogena,Night Cream,1742.73,5,105,Acne-prone,36-45,Alpha Arbutin,Ceramides,Dullness,
Olay,Toner,1231.6,4.5,167,Combination,18-25,Vitamin C,Glycolic Acid,Redness,
Glossier,Sunscreen,1394.01,3.2,18,Sensitive,26-35,Zinc Oxide,Salicylic Acid,Oiliness,
Aveeno,Night Cream,3149.31,4.2,12,Acne-prone,46-55,Niacinamide,Zinc Oxide,Redness,
Drunk Elephant,Moisturizer,1261.32,2.6,33,Acne-prone,56+,Kojic Acid,Zinc Oxide,Dark spots,
Fenty Beauty,Serum,2805.72,4.3,51,Dry,36-45,Retinol,Peptides,Redness,
Origins,Eye Cream,2698.19,5,1559,Acne-prone,46-55,Titanium Dioxide,Bakuchiol,Dark spots,
Glossier,Toner,774.36,4.4,169,Acne-prone,36-45,Titanium Dioxide,Tea Tree Oil,Sensitivity,
Drunk Elephant,Face Mask,862.91,3.6,11,Sensitive,36-45,Lactic Acid,Squalane,Sensitivity,
Skinceuticals,Cleanser,1077.89,4,85,Combination,46-55,Bakuchiol,Squalane,Uneven texture,
Origins,Night Cream,2868.6,4.1,21,Oily,56+,Retinol,Salicylic Acid,Uneven texture,
Estee Lauder,Toner,2091.62,4.7,23,Combination,36-45,Niacinamide,Bakuchiol,Pores,
Skinceuticals,Night Cream,2522.11,4.2,46,Sensitive,18-25,Retinol,Salicylic Acid,Hyperpigmentation,
Paula's Choice,Serum,2551.84,4.9,47,Normal,46-55,Bakuchiol,Vitamin C,Hyperpigmentation,
Aveeno,Eye Cream,1477.79,4.5,28,Normal,46-55,Squalane,Kojic Acid,Oiliness,
Tatcha,Face Mask,744.99,2.5,435,Acne-prone,18-25,Bakuchiol,Niacinamide,Oiliness,
Clinique,Face Mask,694.93,3.6,259,Acne-prone,56+,Hyaluronic Acid,Alpha Arbutin,Dullness,
Drunk Elephant,Facial Oil,2572.32,5,110,Dry,36-45,Squalane,Tea Tree Oil,Dullness,
Skinceuticals,Eye Cream,4180.73,5,55,Oily,36-45,Retinol,Tea Tree Oil,Fine lines,
Aveeno,Facial Oil,1590.91,3.3,63,Oily,46-55,Titanium Dioxide,Tea Tree Oil,Redness,
Paula's Choice,Facial Oil,2061.41,5,214,Combination,46-55,Jojoba Oil,Retinol,Uneven texture,
Olay,Sunscreen,1289.38,4.4,249,Sensitive,36-45,Zinc Oxide,Salicylic Acid,Sensitivity,
Estee Lauder,Night Cream,4580.72,5,261,Normal,26-35,Glycolic Acid,Retinol,Oiliness,
Paula's Choice,Facial Oil,1934.97,3.8,50,Normal,36-45,Vitamin C,Benzoyl Peroxide,Uneven texture,
The Ordinary,Sunscreen,1207.23,4,54,Acne-prone,46-55,Vitamin C,Squalane,Acne,
Paula's Choice,Cleanser,677.06,5,88,Dry,26-35,Vitamin C,Ceramides,Oiliness,
La Roche-Posay,Sunscreen,1254.63,3.6,1075,Combination,36-45,Retinol,Vitamin C,Dryness,
Origins,Sunscreen,861.42,3.2,627,Acne-prone,26-35,Hyaluronic Acid,Glycolic Acid,Pores,
Paula's Choice,Night Cream,3064.58,5,215,Acne-prone,36-45,Squalane,Bakuchiol,Hyperpigmentation,
Paula's Choice,Facial Oil,1152.21,3.6,19,Sensitive,36-45,Jojoba Oil,Kojic Acid,Pores,
Youth to the People,Face Mask,928.5,4.1,48,Acne-prone,36-45,Jojoba Oil,Retinol,Dryness,
Tatcha,Sunscreen,2317.81,3.6,93,Normal,18-25,Jojoba Oil,Retinol,Pores,
Fenty Beauty,Cleanser,818.89,4.5,112,Dry,26-35,Peptides,Niacinamide,Dark spots,
Skinceuticals,Eye Cream,3967.82,5,285,Sensitive,26-35,Retinol,Titanium Dioxide,Anti-aging,
Tatcha,Cleanser,1658.77,5,232,Dry,26-35,Hyaluronic Acid,Benzoyl Peroxide,Dryness,
Fresh,Facial Oil,2226.23,5,288,Acne-prone,18-25,Peptides,Lactic Acid,Hyperpigmentation,
Drunk Elephant,Serum,3576.89,5,5,Combination,56+,Squalane,Tea Tree Oil,Dryness,
Youth to the People,Toner,816.36,3.2,77,Sensitive,46-55,Tea Tree Oil,Peptides,Fine lines,
Youth to the People,Sunscreen,1368.31,3.3,45,Sensitive,18-25,Retinol,Peptides,Sensitivity,
Aveeno,Cleanser,1010.4,4,34,Dry,36-45,Ceramides,Bakuchiol,Anti-aging,
Olay,Moisturizer,1914.64,4.4,4,Dry,46-55,Titanium Dioxide,Niacinamide,Acne,
Olay,Cleanser,632.58,3.1,11,Normal,36-45,Titanium Dioxide,Zinc Oxide,Dryness,
Olay,Eye Cream,1350.41,4.5,16,Dry,36-45,Kojic Acid,Vitamin C,Pores,
Aveeno,Eye Cream,1506.85,3.2,12,Oily,18-25,Jojoba Oil,Peptides,Uneven texture,
Skinceuticals,Moisturizer,3123.01,4.8,53,Oily,26-35,Jojoba Oil,Alpha Arbutin,Sensitivity,
Neutrogena,Face Mask,664.54,3.1,238,Acne-prone,56+,Alpha Arbutin,Zinc Oxide,Dullness,
Neutrogena,Face Mask,455.36,2.4,19,Normal,26-35,Peptides,Ceramides,Acne,
Tatcha,Sunscreen,2253.07,4.2,61,Oily,46-55,Azelaic Acid,Peptides,Redness,
Glossier,Face Mask,777.93,2.4,60,Sensitive,46-55,Ceramides,Bakuchiol,Dark spots,
Clinique,Face Mask,1116.16,3.8,60,Normal,56+,Vitamin C,Benzoyl Peroxide,Dullness,
L'Oreal,Facial Oil,1825.25,5,43,Oily,56+,Benzoyl Peroxide,Niacinamide,Dark spots,
L'Oreal,Serum,1588.11,4.4,172,Normal,26-35,Squalane,Hyaluronic Acid,Sensitivity,
Skinceuticals,Sunscreen,1104.26,3.8,179,Combination,36-45,Glycolic Acid,Lactic Acid,Anti-aging,
CeraVe,Serum,1330.2,3.8,14,Acne-prone,56+,Lactic Acid,Benzoyl Peroxide,Dullness,
Tatcha,Toner,1338.41,4.8,24,Combination,56+,Salicylic Acid,Niacinamide,Hyperpigmentation,
Drunk Elephant,Sunscreen,1404.37,4,23,Combination,26-35,Niacinamide,Benzoyl Peroxide,Hyperpigmentation,
The Ordinary,Cleanser,961.25,4.2,139,Acne-prone,56+,Salicylic Acid,Lactic Acid,Hyperpigmentation,
Rare Beauty,Moisturizer,1614.68,3.7,47,Combination,56+,Retinol,Alpha Arbutin,Dark spots,
Fresh,Toner,1089.77,5,33,Acne-prone,36-45,Glycolic Acid,Peptides,Oiliness,
Origins,Moisturizer,1265.85,4,142,Dry,36-45,Hyaluronic Acid,Salicylic Acid,Pores,
La Roche-Posay,Serum,1386.87,3.3,112,Dry,56+,Benzoyl Peroxide,Peptides,Oiliness,
Youth to the People,Serum,1125.27,4.6,339,Dry,26-35,Zinc Oxide,Alpha Arbutin,Anti-aging,
Tatcha,Toner,1149.6,4.7,57,Combination,46-55,Bakuchiol,Tea Tree Oil,Dullness,
Paula's Choice,Sunscreen,658.19,4.1,27,Normal,46-55,Peptides,Azelaic Acid,Acne,
Fenty Beauty,Toner,745.84,3.1,44,Sensitive,26-35,Peptides,Alpha Arbutin,Fine lines,
Kiehl's,Toner,1942.56,3.7,498,Acne-prone,36-45,Kojic Acid,Ceramides,Fine lines,
Paula's Choice,Eye Cream,1452.52,4.2,215,Acne-prone,46-55,Jojoba Oil,Kojic Acid,Acne,
L'Oreal,Toner,1350.89,3.1,166,Combination,26-35,Titanium Dioxide,Salicylic Acid,Redness,
Origins,Toner,621.99,3.6,174,Combination,36-45,Azelaic Acid,Zinc Oxide,Anti-aging,
Clinique,Face Mask,712.86,3.2,111,Sensitive,46-55,Glycolic Acid,Zinc Oxide,Hyperpigmentation,
Aveeno,Serum,2692.18,5,46,Dry,56+,Alpha Arbutin,Bakuchiol,Hyperpigmentation,
Fenty Beauty,Moisturizer,1966.62,4,29,Sensitive,18-25,Kojic Acid,Alpha Arbutin,Pores,
Rare Beauty,Night Cream,3212.81,5,18,Combination,56+,Squalane,Benzoyl Peroxide,Uneven texture,
Youth to the People,Toner,1323.73,3.9,399,Normal,46-55,Alpha Arbutin,Kojic Acid,Dullness,
Glossier,Cleanser,873.73,1.6,60,Sensitive,46-55,Glycolic Acid,Lactic Acid,Dark spots,
Clinique,Face Mask,1372.58,3.5,263,Oily,46-55,Peptides,Squalane,Fine lines,
Drunk Elephant,Eye Cream,3859.08,5,68,Dry,56+,Retinol,Zinc Oxide,Uneven texture,
Kiehl's,Moisturizer,2792.86,5,93,Sensitive,36-45,Lactic Acid,Titanium Dioxide,Hyperpigmentation,
Neutrogena,Toner,1329,3.5,270,Combination,36-45,Niacinamide,Azelaic Acid,Dullness,
Clinique,Night Cream,3822.56,5,34,Combination,56+,Hyaluronic Acid,Squalane,Acne,
CeraVe,Serum,2602.98,5,25,Sensitive,26-35,Kojic Acid,Jojoba Oil,Dullness,
Paula's Choice,Facial Oil,2305.29,3.9,888,Normal,46-55,Vitamin C,Kojic Acid,Dryness,
Skinceuticals,Toner,1213.28,3.3,210,Oily,46-55,Benzoyl Peroxide,Glycolic Acid,Uneven texture,
Clinique,Sunscreen,1339.56,4.5,63,Dry,36-45,Alpha Arbutin,Lactic Acid,Redness,
The Ordinary,Sunscreen,726.41,1.8,39,Dry,18-25,Jojoba Oil,Peptides,Hyperpigmentation,
Skinceuticals,Eye Cream,3877.64,5,59,Oily,26-35,Benzoyl Peroxide,Alpha Arbutin,Hyperpigmentation,
Kiehl's,Exfoliant,1600.43,4.1,21,Dry,46-55,Zinc Oxide,Kojic Acid,Fine lines,
Kiehl's,Serum,2613.63,5,22,Acne-prone,36-45,Ceramides,Zinc Oxide,Acne,
Paula's Choice,Night Cream,3403.01,5,37,Oily,36-45,Titanium Dioxide,Salicylic Acid,Dryness,
Fenty Beauty,Sunscreen,631.99,4.2,10,Normal,56+,Peptides,Lactic Acid,Dryness,
Tatcha,Cleanser,1172.8,3.5,5,Oily,46-55,Kojic Acid,Zinc Oxide,Fine lines,
Glossier,Facial Oil,1433.69,4.6,44,Sensitive,18-25,Bakuchiol,Salicylic Acid,Redness,
L'Oreal,Sunscreen,1146.13,4.2,458,Dry,18-25,Retinol,Lactic Acid,Dark spots,
La Roche-Posay,Toner,951.65,3,171,Combination,56+,Niacinamide,Alpha Arbutin,Hyperpigmentation,
Olay,Eye Cream,2174.83,5,45,Combination,46-55,Tea Tree Oil,Salicylic Acid,Oiliness,
Youth to the People,Eye Cream,2604.27,3.2,184,Acne-prone,26-35,Kojic Acid,Hyaluronic Acid,Hyperpigmentation,
Youth to the People,Toner,775.32,5,75,Combination,26-35,Jojoba Oil,Retinol,Dark spots,
Fenty Beauty,Toner,868.09,3.9,237,Oily,36-45,Titanium Dioxide,Azelaic Acid,Dryness,
Drunk Elephant,Exfoliant,3336.29,5,28,Combination,56+,Azelaic Acid,Squalane,Redness,
Youth to the People,Eye Cream,1997.14,4.6,5,Dry,36-45,Bakuchiol,Squalane,Dark spots,
Paula's Choice,Moisturizer,1759.61,4.9,5,Combination,46-55,Zinc Oxide,Kojic Acid,Hyperpigmentation,
CeraVe,Serum,1847.55,5,20,Normal,26-35,Lactic Acid,Squalane,Pores,
Tatcha,Facial Oil,1942.21,5,5,Acne-prone,46-55,Lactic Acid,Kojic Acid,Sensitivity,
L'Oreal,Exfoliant,1619.84,5,15,Combination,18-25,Jojoba Oil,Ceramides,Acne,
Drunk Elephant,Exfoliant,1983.22,4.3,101,Dry,18-25,Lactic Acid,Peptides,Sensitivity,
Origins,Serum,2027.81,5,63,Acne-prone,36-45,Alpha Arbutin,Retinol,Uneven texture,
Aveeno,Facial Oil,1521.87,4.4,52,Combination,46-55,Niacinamide,Lactic Acid,Fine lines,
Rare Beauty,Sunscreen,1268.53,3.5,5,Normal,26-35,Squalane,Salicylic Acid,Redness,
Origins,Night Cream,3428.62,5,43,Sensitive,56+,Hyaluronic Acid,Tea Tree Oil,Redness,
Glossier,Sunscreen,1039.23,2.1,5,Sensitive,46-55,Salicylic Acid,Titanium Dioxide,Dryness,
CeraVe,Cleanser,504.8,4,30,Dry,36-45,Peptides,Jojoba Oil,Acne,
The Ordinary,Face Mask,1045.41,4.6,131,Combination,36-45,Retinol,Azelaic Acid,Fine lines,
Fenty Beauty,Exfoliant,1637.04,2.9,29,Dry,56+,Salicylic Acid,Retinol,Uneven texture,
Aveeno,Night Cream,3571.23,5,12,Oily,46-55,Ceramides,Alpha Arbutin,Dullness,
CeraVe,Facial Oil,2525.93,5,16,Dry,36-45,Alpha Arbutin,Benzoyl Peroxide,Acne,
Tatcha,Night Cream,3758.99,5,215,Dry,18-25,Jojoba Oil,Retinol,Fine lines,
L'Oreal,Cleanser,1244.21,4.4,1201,Acne-prone,18-25,Titanium Dioxide,Salicylic Acid,Pores,
Origins,Facial Oil,2630.87,5,76,Normal,46-55,Alpha Arbutin,Titanium Dioxide,Fine lines,
CeraVe,Moisturizer,867.82,3.7,137,Combination,26-35,Zinc Oxide,Peptides,Sensitivity,
Glossier,Toner,1400.29,3,101,Sensitive,36-45,Glycolic Acid,Jojoba Oil,Hyperpigmentation,
Drunk Elephant,Face Mask,835.24,3.3,51,Combination,26-35,Retinol,Jojoba Oil,Dark spots,
L'Oreal,Exfoliant,2136.5,5,382,Acne-prone,18-25,Alpha Arbutin,Bakuchiol,Hyperpigmentation,
Neutrogena,Eye Cream,2002.95,3.2,369,Sensitive,36-45,Bakuchiol,Titanium Dioxide,Hyperpigmentation,
La Roche-Posay,Moisturizer,1692.97,4.7,167,Dry,26-35,Peptides,Vitamin C,Redness,
Glossier,Cleanser,808.33,4.3,39,Dry,36-45,Peptides,Titanium Dioxide,Fine lines,
Youth to the People,Sunscreen,1052.06,2.9,134,Normal,18-25,Salicylic Acid,Titanium Dioxide,Sensitivity,
Estee Lauder,Sunscreen,1648.98,5,338,Oily,18-25,Lactic Acid,Retinol,Anti-aging,
Clinique,Cleanser,1463.89,4.8,37,Acne-prone,18-25,Squalane,Benzoyl Peroxide,Dryness,
Aveeno,Sunscreen,1384.23,5,39,Dry,46-55,Bakuchiol,Zinc Oxide,Sensitivity,
Rare Beauty,Sunscreen,1038.12,4.3,46,Dry,18-25,Azelaic Acid,Benzoyl Peroxide,Anti-aging,
L'Oreal,Night Cream,3290.85,5,40,Dry,36-45,Salicylic Acid,Bakuchiol,Anti-aging,
Tatcha,Face Mask,1534.02,3.9,9,Sensitive,18-25,Zinc Oxide,Retinol,Oiliness,
La Roche-Posay,Moisturizer,861.4,5,4,Acne-prone,26-35,Tea Tree Oil,Niacinamide,Dryness,
Neutrogena,Facial Oil,1953.75,5,3,Acne-prone,56+,Hyaluronic Acid,Kojic Acid,Oiliness,
Aveeno,Toner,1056.43,4.4,104,Oily,26-35,Titanium Dioxide,Azelaic Acid,Anti-aging,
Origins,Eye Cream,1851.98,4.7,87,Dry,26-35,Squalane,Zinc Oxide,Dark spots,
Estee Lauder,Eye Cream,3402.89,5,50,Combination,18-25,Benzoyl Peroxide,Squalane,Dryness,
Fresh,Exfoliant,2202.66,3.9,80,Combination,26-35,Lactic Acid,Peptides,Fine lines,
Skinceuticals,Toner,1157.48,2.6,56,Sensitive,36-45,Lactic Acid,Tea Tree Oil,Fine lines,
Glossier,Moisturizer,1375.46,3.5,66,Combination,18-25,Squalane,Salicylic Acid,Sensitivity,
Neutrogena,Face Mask,733.63,3.6,233,Oily,36-45,Retinol,Hyaluronic Acid,Pores,
Origins,Toner,963.45,4.4,31,Combination,46-55,Vitamin C,Hyaluronic Acid,Oiliness,
Kiehl's,Serum,2485.67,4.7,2,Oily,26-35,Jojoba Oil,Hyaluronic Acid,Pores,
Glossier,Serum,1306.58,3.7,10,Acne-prone,26-35,Ceramides,Hyaluronic Acid,Dryness,
Skinceuticals,Exfoliant,3421.25,4.8,21,Sensitive,26-35,Alpha Arbutin,Squalane,Oiliness,
Aveeno,Moisturizer,1455.29,4.6,82,Normal,36-45,Titanium Dioxide,Benzoyl Peroxide,Anti-aging,
The Ordinary,Sunscreen,1234.85,4.2,51,Dry,56+,Titanium Dioxide,Glycolic Acid,Uneven texture,
Rare Beauty,Moisturizer,1476.17,3.3,70,Oily,56+,Lactic Acid,Ceramides,Sensitivity,
Skinceuticals,Serum,3128.26,5,64,Oily,46-55,Ceramides,Benzoyl Peroxide,Oiliness,
The Ordinary,Toner,1183.78,4.2,36,Normal,56+,Zinc Oxide,Tea Tree Oil,Redness,
Origins,Toner,759.65,3.6,71,Combination,36-45,Vitamin C,Niacinamide,Dryness,
Rare Beauty,Moisturizer,1078.96,3.7,161,Oily,26-35,Jojoba Oil,Hyaluronic Acid,Hyperpigmentation,
CeraVe,Exfoliant,2233.73,4.2,37,Dry,18-25,Retinol,Glycolic Acid,Anti-aging,
Skinceuticals,Night Cream,3510.98,5,57,Dry,56+,Bakuchiol,Tea Tree Oil,Uneven texture,
Fresh,Face Mask,824.09,3.1,89,Acne-prone,36-45,Jojoba Oil,Hyaluronic Acid,Pores,
Clinique,Toner,2141.95,5,11,Sensitive,36-45,Zinc Oxide,Tea Tree Oil,Oiliness,
Clinique,Face Mask,777.61,3.6,222,Combination,18-25,Vitamin C,Jojoba Oil,Sensitivity,
Kiehl's,Face Mask,1353.6,3.6,253,Normal,36-45,Hyaluronic Acid,Vitamin C,Redness,
Skinceuticals,Eye Cream,3825.41,3.7,83,Dry,46-55,Lactic Acid,Squalane,Dullness,
Paula's Choice,Cleanser,710.74,5,24,Sensitive,18-25,Bakuchiol,Ceramides,Dryness,
Rare Beauty,Facial Oil,2000.51,4.3,48,Sensitive,56+,Zinc Oxide,Retinol,Dryness,
CeraVe,Face Mask,1045.16,3,6,Acne-prone,36-45,Ceramides,Alpha Arbutin,Hyperpigmentation,
Skinceuticals,Toner,2046.25,3.9,12,Acne-prone,46-55,Ceramides,Peptides,Redness,
Skinceuticals,Night Cream,3687.54,5,44,Sensitive,56+,Ceramides,Retinol,Fine lines,
Tatcha,Cleanser,762.82,3.9,136,Acne-prone,18-25,Glycolic Acid,Squalane,Dryness,
Fenty Beauty,Exfoliant,1470.73,4.8,11,Acne-prone,56+,Glycolic Acid,Retinol,Acne,
The Ordinary,Toner,642.21,3.5,50,Oily,46-55,Tea Tree Oil,Lactic Acid,Oiliness,
Youth to the People,Exfoliant,1120.71,4.5,71,Acne-prone,18-25,Glycolic Acid,Retinol,Dryness,
Drunk Elephant,Serum,3098.55,5,49,Sensitive,26-35,Azelaic Acid,Jojoba Oil,Hyperpigmentation,
The Ordinary,Sunscreen,843.74,3.8,84,Dry,46-55,Lactic Acid,Benzoyl Peroxide,Oiliness,
Fresh,Cleanser,1072.65,3.5,27,Dry,18-25,Azelaic Acid,Zinc Oxide,Dullness,
Glossier,Night Cream,2061.37,4.1,177,Dry,36-45,Benzoyl Peroxide,Alpha Arbutin,Pores,
Tatcha,Facial Oil,3442.03,5,36,Normal,56+,Titanium Dioxide,Vitamin C,Dryness,
The Ordinary,Moisturizer,944.56,3.9,47,Combination,56+,Jojoba Oil,Retinol,Redness,
Youth to the People,Eye Cream,2129.26,5,44,Acne-prone,36-45,Niacinamide,Retinol,Anti-aging,
Glossier,Exfoliant,1854.23,5,43,Normal,46-55,Zinc Oxide,Vitamin C,Dark spots,
Paula's Choice,Toner,672.21,2.3,103,Sensitive,18-25,Salicylic Acid,Hyaluronic Acid,Acne,
Fresh,Facial Oil,1643.31,4.4,44,Normal,46-55,Benzoyl Peroxide,Ceramides,Fine lines,
Kiehl's,Sunscreen,1254.96,3.4,21,Acne-prone,26-35,Hyaluronic Acid,Lactic Acid,Acne,
Estee Lauder,Facial Oil,1728.71,4.9,41,Oily,36-45,Ceramides,Zinc Oxide,Anti-aging,
The Ordinary,Serum,2125.16,3.9,55,Sensitive,26-35,Titanium Dioxide,Ceramides,Dullness,
Kiehl's,Eye Cream,2020.24,5,12,Sensitive,18-25,Salicylic Acid,Vitamin C,Hyperpigmentation,
L'Oreal,Night Cream,3155.56,5,33,Combination,46-55,Niacinamide,Ceramides,Sensitivity,
Clinique,Sunscreen,1786.31,2.5,54,Dry,26-35,Peptides,Kojic Acid,Dark spots,
Tatcha,Serum,4201.55,5,30,Oily,56+,Vitamin C,Retinol,Uneven texture,
Clinique,Exfoliant,2178.81,4.6,11,Oily,36-45,Niacinamide,Hyaluronic Acid,Oiliness,
Fenty Beauty,Facial Oil,2368.84,4.3,352,Sensitive,36-45,Niacinamide,Glycolic Acid,Acne,
Kiehl's,Exfoliant,1946.49,4.3,27,Sensitive,26-35,Salicylic Acid,Retinol,Fine lines,
Skinceuticals,Eye Cream,3654.14,5,33,Sensitive,46-55,Peptides,Niacinamide,Dullness,
Clinique,Moisturizer,3042.96,5,30,Combination,46-55,Tea Tree Oil,Lactic Acid,Sensitivity,
Tatcha,Night Cream,4391.3,5,50,Dry,56+,Retinol,Vitamin C,Dullness,
Drunk Elephant,Facial Oil,3913.8,5,94,Acne-prone,36-45,Peptides,Alpha Arbutin,Uneven texture,
Glossier,Exfoliant,1641.66,4.1,174,Sensitive,18-25,Zinc Oxide,Jojoba Oil,Acne,
Fenty Beauty,Facial Oil,2178.47,4.2,129,Acne-prone,26-35,Hyaluronic Acid,Niacinamide,Pores,
Olay,Toner,1434.77,4.7,61,Sensitive,46-55,Glycolic Acid,Alpha Arbutin,Acne,
Estee Lauder,Eye Cream,2598.23,4.6,34,Normal,26-35,Glycolic Acid,Hyaluronic Acid,Redness,
Skinceuticals,Night Cream,4227.79,5,415,Acne-prone,46-55,Jojoba Oil,Peptides,Acne,
Olay,Facial Oil,1292.7,3.8,48,Acne-prone,18-25,Salicylic Acid,Azelaic Acid,Redness,
Estee Lauder,Exfoliant,3250.87,4.1,78,Oily,18-25,Benzoyl Peroxide,Salicylic Acid,Pores,
Youth to the People,Moisturizer,944.37,5,5,Dry,56+,Hyaluronic Acid,Tea Tree Oil,Fine lines,
Skinceuticals,Cleanser,972.9,3.5,4,Oily,46-55,Alpha Arbutin,Azelaic Acid,Dullness,
Rare Beauty,Night Cream,2511.15,4.8,12,Sensitive,56+,Ceramides,Azelaic Acid,Dark spots,
Tatcha,Toner,875.6,3.1,512,Acne-prone,36-45,Alpha Arbutin,Ceramides,Anti-aging,
Fresh,Toner,1361.41,3.7,219,Oily,36-45,Benzoyl Peroxide,Ceramides,Oiliness,
Clinique,Toner,1112.75,4,454,Combination,46-55,Ceramides,Zinc Oxide,Pores,
Glossier,Serum,2131.58,3.6,551,Normal,18-25,Hyaluronic Acid,Azelaic Acid,Dullness,
The Ordinary,Exfoliant,1110.19,3.5,96,Combination,26-35,Kojic Acid,Tea Tree Oil,Hyperpigmentation,
Aveeno,Night Cream,2912.86,4.5,29,Normal,26-35,Glycolic Acid,Squalane,Oiliness,
CeraVe,Facial Oil,2204.66,5,11,Normal,36-45,Peptides,Kojic Acid,Sensitivity,
Paula's Choice,Sunscreen,864.43,4.6,117,Oily,18-25,Benzoyl Peroxide,Niacinamide,Sensitivity,
Neutrogena,Cleanser,1258.89,4.2,252,Sensitive,36-45,Hyaluronic Acid,Kojic Acid,Fine lines,
Aveeno,Facial Oil,1207.1,3.7,30,Oily,18-25,Salicylic Acid,Jojoba Oil,Acne,
Neutrogena,Facial Oil,1972.93,4.3,38,Sensitive,56+,Lactic Acid,Retinol,Dullness,
Drunk Elephant,Eye Cream,3829.45,5,109,Combination,46-55,Kojic Acid,Hyaluronic Acid,Dullness,
Youth to the People,Cleanser,861.43,4.5,6,Sensitive,56+,Niacinamide,Azelaic Acid,Anti-aging,
Youth to the People,Sunscreen,1526.42,5,38,Combination,46-55,Lactic Acid,Retinol,Acne,
CeraVe,Toner,1245.91,3.5,292,Combination,18-25,Tea Tree Oil,Zinc Oxide,Dryness,
Olay,Serum,1766.11,4.3,36,Sensitive,26-35,Squalane,Glycolic Acid,Pores,
Fenty Beauty,Serum,2390.07,4.8,179,Combination,18-25,Vitamin C,Peptides,Dullness,
Olay,Eye Cream,2596.72,3.9,38,Normal,56+,Salicylic Acid,Alpha Arbutin,Oiliness,
Clinique,Toner,1410.11,4.2,195,Combination,36-45,Glycolic Acid,Titanium Dioxide,Dark spots,
Estee Lauder,Cleanser,823.7,4.9,184,Dry,56+,Benzoyl Peroxide,Squalane,Pores,
Clinique,Exfoliant,3128.14,5,110,Combination,36-45,Benzoyl Peroxide,Retinol,Fine lines,
CeraVe,Moisturizer,964.14,3.6,169,Sensitive,46-55,Vitamin C,Niacinamide,Sensitivity,
Neutrogena,Sunscreen,1484,4.7,370,Dry,46-55,Hyaluronic Acid,Jojoba Oil,Anti-aging,
The Ordinary,Facial Oil,1310.71,5,73,Oily,36-45,Benzoyl Peroxide,Niacinamide,Uneven texture,
The Ordinary,Moisturizer,1143.07,3.3,16,Acne-prone,36-45,Bakuchiol,Lactic Acid,Dullness,
Aveeno,Serum,1230.77,3.9,82,Normal,18-25,Squalane,Titanium Dioxide,Dryness,
Aveeno,Sunscreen,1115.8,2.5,165,Dry,26-35,Squalane,Salicylic Acid,Oiliness,
The Ordinary,Toner,971.72,3.3,101,Sensitive,46-55,Alpha Arbutin,Kojic Acid,Anti-aging,
Origins,Facial Oil,2340.43,5,15,Dry,56+,Jojoba Oil,Niacinamide,Acne,
Kiehl's,Toner,2122.3,5,87,Oily,36-45,Zinc Oxide,Retinol,Anti-aging,
Clinique,Facial Oil,3222.2,5,27,Oily,36-45,Niacinamide,Lactic Acid,Oiliness,
Clinique,Cleanser,1203.23,4.8,5,Sensitive,46-55,Tea Tree Oil,Ceramides,Oiliness,
Neutrogena,Cleanser,1175.15,4.6,203,Acne-prone,46-55,Hyaluronic Acid,Titanium Dioxide,Uneven texture,
Glossier,Cleanser,870.89,3.3,52,Normal,26-35,Salicylic Acid,Peptides,Fine lines,
Neutrogena,Serum,1839.26,3.1,15,Dry,56+,Niacinamide,Tea Tree Oil,Dullness,
Clinique,Exfoliant,3498.89,5,45,Combination,56+,Salicylic Acid,Benzoyl Peroxide,Anti-aging,
La Roche-Posay,Exfoliant,1950.52,4.3,31,Sensitive,36-45,Benzoyl Peroxide,Alpha Arbutin,Sensitivity,
